bug#	Dev#	Effort	Prof 1	Prof 2	Prof 3	Prof 4	Prof 5	Prof 6	Prof 7	Prof 8	Prof 9	Prof 10	Prof 11	Prof 12
39436	17	171.87	71.61	0.00	14.32	0.00	14.32	14.32	14.32	7.16	7.16	0.00	0.00	28.65
40050	49	191.22	71.71	0.00	14.34	0.00	14.34	14.34	14.34	7.17	7.17	0.00	0.00	47.81
41325	71	130.25	57.89	0.00	11.58	0.00	11.58	11.58	11.58	5.79	5.79	0.00	14.47	0.00
41509	33	83.30	33.32	0.00	6.66	0.00	6.66	6.66	6.66	3.33	3.33	0.00	16.66	0.00
41738	56	62.95	26.23	0.00	5.25	0.00	5.25	5.25	5.25	2.62	2.62	0.00	10.49	0.00
41883	56	95.23	42.33	0.00	8.47	0.00	8.47	8.47	8.47	4.23	4.23	0.00	10.58	0.00
42367	30	58.28	23.31	0.00	4.66	0.00	4.66	4.66	4.66	2.33	2.33	0.00	11.66	0.00
42415	3	41.86	15.70	0.00	3.14	0.00	3.14	3.14	3.14	1.57	1.57	0.00	10.46	0.00
42456	17	98.00	43.75	0.00	8.75	0.00	8.75	8.75	8.75	4.38	4.38	0.00	10.50	0.00
42796	56	59.04	27.73	0.00	5.55	0.00	5.55	5.55	5.55	2.77	2.77	0.00	3.58	0.00
42847	33	30.62	14.62	0.00	2.92	0.00	2.92	2.92	2.92	1.46	1.46	0.00	1.39	0.00
42969	56	56.89	18.96	0.00	3.79	0.00	3.79	3.79	3.79	1.90	1.90	0.00	18.96	0.00
43108	30	49.98	19.99	0.00	4.00	0.00	4.00	4.00	4.00	2.00	2.00	0.00	10.00	0.00
43152	46	198.18	94.44	0.00	18.89	0.00	18.89	18.89	18.89	9.44	9.44	0.00	9.29	0.00
43251	30	51.05	21.02	0.00	4.20	0.00	4.20	4.20	4.20	2.10	2.10	0.00	9.01	0.00
43332	15	45.79	19.08	0.00	3.82	0.00	3.82	3.82	3.82	1.91	1.91	0.00	7.63	0.00
43494	56	21.37	10.68	0.00	2.14	0.00	2.14	2.14	2.14	1.07	1.07	0.00	0.00	0.00
43559	56	28.14	14.07	0.00	2.81	0.00	2.81	2.81	2.81	1.41	1.41	0.00	0.00	0.00
43657	20	49.00	24.50	0.00	4.90	0.00	4.90	4.90	4.90	2.45	2.45	0.00	0.00	0.00
43749	33	48.68	24.34	0.00	4.87	0.00	4.87	4.87	4.87	2.43	2.43	0.00	0.00	0.00
43798	32	41.09	20.54	0.00	4.11	0.00	4.11	4.11	4.11	2.05	2.05	0.00	0.00	0.00
43801	20	47.01	23.50	0.00	4.70	0.00	4.70	4.70	4.70	2.35	2.35	0.00	0.00	0.00
43804	20	47.34	23.67	0.00	4.73	0.00	4.73	4.73	4.73	2.37	2.37	0.00	0.00	0.00
43952	32	32.80	16.40	0.00	3.28	0.00	3.28	3.28	3.28	1.64	1.64	0.00	0.00	0.00
44012	14	15.42	7.71	0.00	1.54	0.00	1.54	1.54	1.54	0.77	0.77	0.00	0.00	0.00
44040	14	12.92	6.46	0.00	1.29	0.00	1.29	1.29	1.29	0.65	0.65	0.00	0.00	0.00
44081	46	163.96	81.98	0.00	16.40	0.00	16.40	16.40	16.40	8.20	8.20	0.00	0.00	0.00
44093	14	43.31	21.65	0.00	4.33	0.00	4.33	4.33	4.33	2.17	2.17	0.00	0.00	0.00
44099	32	24.42	12.21	0.00	2.44	0.00	2.44	2.44	2.44	1.22	1.22	0.00	0.00	0.00
44100	32	32.69	16.35	0.00	3.27	0.00	3.27	3.27	3.27	1.63	1.63	0.00	0.00	0.00
44103	56	30.03	15.01	0.00	3.00	0.00	3.00	3.00	3.00	1.50	1.50	0.00	0.00	0.00
44104	56	31.51	15.76	0.00	3.15	0.00	3.15	3.15	3.15	1.58	1.58	0.00	0.00	0.00
44212	30	1.19	0.60	0.00	0.12	0.00	0.12	0.12	0.12	0.06	0.06	0.00	0.00	0.00
44223	30	7.61	3.81	0.00	0.76	0.00	0.76	0.76	0.76	0.38	0.38	0.00	0.00	0.00
44244	46	168.51	84.26	0.00	16.85	0.00	16.85	16.85	16.85	8.43	8.43	0.00	0.00	0.00
44271	23	13.00	6.50	0.00	1.30	0.00	1.30	1.30	1.30	0.65	0.65	0.00	0.00	0.00
44301	76	568.24	284.12	0.00	56.82	0.00	56.82	56.82	56.82	28.41	28.41	0.00	0.00	0.00
44324	40	37.58	18.79	0.00	3.76	0.00	3.76	3.76	3.76	1.88	1.88	0.00	0.00	0.00
44368	32	12.71	6.35	0.00	1.27	0.00	1.27	1.27	1.27	0.64	0.64	0.00	0.00	0.00
44369	23	7.97	3.98	0.00	0.80	0.00	0.80	0.80	0.80	0.40	0.40	0.00	0.00	0.00
44386	17	60.69	30.34	0.00	6.07	0.00	6.07	6.07	6.07	3.03	3.03	0.00	0.00	0.00
44443	71	342.74	171.37	0.00	34.27	0.00	34.27	34.27	34.27	17.14	17.14	0.00	0.00	0.00
44446	56	5.65	2.82	0.00	0.56	0.00	0.56	0.56	0.56	0.28	0.28	0.00	0.00	0.00
44448	39	16.85	8.42	0.00	1.68	0.00	1.68	1.68	1.68	0.84	0.84	0.00	0.00	0.00
44459	59	42.90	21.45	0.00	4.29	0.00	4.29	4.29	4.29	2.14	2.14	0.00	0.00	0.00
44460	20	39.38	19.69	0.00	3.94	0.00	3.94	3.94	3.94	1.97	1.97	0.00	0.00	0.00
44479	15	33.65	16.83	0.00	3.37	0.00	3.37	3.37	3.37	1.68	1.68	0.00	0.00	0.00
44494	15	14.09	7.04	0.00	1.41	0.00	1.41	1.41	1.41	0.70	0.70	0.00	0.00	0.00
44689	20	26.78	13.39	0.00	2.68	0.00	2.68	2.68	2.68	1.34	1.34	0.00	0.00	0.00
44692	25	26.59	13.30	0.00	2.66	0.00	2.66	2.66	2.66	1.33	1.33	0.00	0.00	0.00
44740	33	16.21	8.10	0.00	1.62	0.00	1.62	1.62	1.62	0.81	0.81	0.00	0.00	0.00
44778	30	1.62	0.81	0.00	0.16	0.00	0.16	0.16	0.16	0.08	0.08	0.00	0.00	0.00
44809	39	20.20	10.10	0.00	2.02	0.00	2.02	2.02	2.02	1.01	1.01	0.00	0.00	0.00
44812	46	158.11	79.06	0.00	15.81	0.00	15.81	15.81	15.81	7.91	7.91	0.00	0.00	0.00
