bug#	Dev#	Effort	Prof 1	Prof 2	Prof 3	Prof 4	Prof 5	Prof 6	Prof 7	Prof 8	Prof 9	Prof 10	Prof 11	Prof 12
51416	14	57.20	28.60	0.00	5.72	0.00	5.72	5.72	5.72	2.86	2.86	0.00	0.00	0.00
51435	14	74.12	37.06	0.00	7.41	0.00	7.41	7.41	7.41	3.71	3.71	0.00	0.00	0.00
51781	50	83.68	41.84	0.00	8.37	0.00	8.37	8.37	8.37	4.18	4.18	0.00	0.00	0.00
51791	1	57.29	28.64	0.00	5.73	0.00	5.73	5.73	5.73	2.86	2.86	0.00	0.00	0.00
51837	75	85.46	42.73	0.00	8.55	0.00	8.55	8.55	8.55	4.27	4.27	0.00	0.00	0.00
51894	20	84.93	42.47	0.00	8.49	0.00	8.49	8.49	8.49	4.25	4.25	0.00	0.00	0.00
51901	14	48.91	24.45	0.00	4.89	0.00	4.89	4.89	4.89	2.45	2.45	0.00	0.00	0.00
51913	39	45.18	22.59	0.00	4.52	0.00	4.52	4.52	4.52	2.26	2.26	0.00	0.00	0.00
51916	32	75.20	37.60	0.00	7.52	0.00	7.52	7.52	7.52	3.76	3.76	0.00	0.00	0.00
59585	27	27.45	12.48	0.00	2.50	0.00	4.99	2.50	2.50	1.25	1.25	0.00	0.00	0.00
59706	49	13.81	6.04	0.00	1.21	0.00	2.93	1.21	1.21	0.60	0.60	0.00	0.00	0.00
59710	56	0.86	0.40	0.00	0.08	0.00	0.15	0.08	0.08	0.04	0.04	0.00	0.00	0.00
59727	75	25.69	11.24	0.00	2.25	0.00	5.46	2.25	2.25	1.12	1.12	0.00	0.00	0.00
59729	14	4.24	2.03	0.00	0.41	0.00	0.59	0.41	0.41	0.20	0.20	0.00	0.00	0.00
59735	3	33.61	15.99	0.00	3.20	0.00	4.84	3.20	3.20	1.60	1.60	0.00	0.00	0.00
59737	50	17.62	8.01	0.00	1.60	0.00	3.20	1.60	1.60	0.80	0.80	0.00	0.00	0.00
59739	73	3.39	1.49	0.00	0.30	0.00	0.71	0.30	0.30	0.15	0.15	0.00	0.00	0.00
59755	50	3.36	1.54	0.00	0.31	0.00	0.59	0.31	0.31	0.15	0.15	0.00	0.00	0.00
59764	39	75.37	34.99	0.00	7.00	0.00	12.38	7.00	7.00	3.50	3.50	0.00	0.00	0.00
59773	1	12.83	5.50	0.00	1.10	0.00	2.93	1.10	1.10	0.55	0.55	0.00	0.00	0.00
59776	50	10.12	4.34	0.00	0.87	0.00	2.31	0.87	0.87	0.43	0.43	0.00	0.00	0.00
59782	75	25.06	9.40	0.00	1.88	0.00	8.14	1.88	1.88	0.94	0.94	0.00	0.00	0.00
59784	75	26.22	11.80	0.00	2.36	0.00	4.98	2.36	2.36	1.18	1.18	0.00	0.00	0.00
60989	1	0.52	0.25	0.00	0.05	0.00	0.07	0.05	0.05	0.03	0.03	0.00	0.00	0.00
60997	46	62.34	24.94	0.00	4.99	0.00	17.45	4.99	4.99	2.49	2.49	0.00	0.00	0.00
61004	75	14.32	4.77	0.00	0.95	0.00	5.73	0.95	0.95	0.48	0.48	0.00	0.00	0.00
61018	50	13.19	5.28	0.00	1.06	0.00	3.69	1.06	1.06	0.53	0.53	0.00	0.00	0.00
61025	3	3.59	1.76	0.00	0.35	0.00	0.41	0.35	0.35	0.18	0.18	0.00	0.00	0.00
61026	3	5.65	2.35	0.00	0.47	0.00	1.41	0.47	0.47	0.24	0.24	0.00	0.00	0.00
61047	57	12.22	5.67	0.00	1.13	0.00	2.01	1.13	1.13	0.57	0.57	0.00	0.00	0.00
61050	20	0.09	0.04	0.00	0.01	0.00	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00
61216	75	13.12	6.17	0.00	1.23	0.00	2.01	1.23	1.23	0.62	0.62	0.00	0.00	0.00
61219	39	0.08	0.03	0.00	0.01	0.00	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00
61221	50	2.54	1.14	0.00	0.23	0.00	0.48	0.23	0.23	0.11	0.11	0.00	0.00	0.00
61224	3	1.27	0.56	0.00	0.11	0.00	0.25	0.11	0.11	0.06	0.06	0.00	0.00	0.00
61236	75	13.18	5.99	0.00	1.20	0.00	2.40	1.20	1.20	0.60	0.60	0.00	0.00	0.00
61238	46	12.10	5.50	0.00	1.10	0.00	2.20	1.10	1.10	0.55	0.55	0.00	0.00	0.00
61239	69	14.05	4.68	0.00	0.94	0.00	5.62	0.94	0.94	0.47	0.47	0.00	0.00	0.00
61925	75	7.21	3.34	0.00	0.67	0.00	1.20	0.67	0.67	0.33	0.33	0.00	0.00	0.00
61941	1	21.27	9.82	0.00	1.96	0.00	3.60	1.96	1.96	0.98	0.98	0.00	0.00	0.00
63298	21	0.94	0.44	0.00	0.09	0.00	0.15	0.09	0.09	0.04	0.04	0.00	0.00	0.00
63345	39	0.03	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
63348	14	0.61	0.27	0.00	0.05	0.00	0.12	0.05	0.05	0.03	0.03	0.00	0.00	0.00
63401	73	2.79	1.27	0.00	0.25	0.00	0.51	0.25	0.25	0.13	0.13	0.00	0.00	0.00
63474	15	558.85	259.46	0.00	51.89	0.00	91.81	51.89	51.89	25.95	25.95	0.00	0.00	0.00
