bug#	Dev#	Effort	Prof 1	Prof 2	Prof 3	Prof 4	Prof 5	Prof 6	Prof 7	Prof 8	Prof 9	Prof 10	Prof 11	Prof 12
39251	15	164.46	61.67	0.00	12.33	0.00	12.33	12.33	12.33	6.17	6.17	0.00	0.00	41.11
40541	23	147.64	61.52	0.00	12.30	0.00	12.30	12.30	12.30	6.15	6.15	0.00	0.00	24.61
41220	73	124.53	53.37	0.00	10.67	0.00	10.67	10.67	10.67	5.34	5.34	0.00	17.79	0.00
41252	73	131.89	58.88	0.00	11.78	0.00	11.78	11.78	11.78	5.89	5.89	0.00	14.13	0.00
41609	14	115.33	49.43	0.00	9.89	0.00	9.89	9.89	9.89	4.94	4.94	0.00	16.48	0.00
41676	11	114.33	50.87	0.00	10.17	0.00	10.17	10.17	10.17	5.09	5.09	0.00	12.60	0.00
41804	39	104.25	41.70	0.00	8.34	0.00	8.34	8.34	8.34	4.17	4.17	0.00	20.85	0.00
41815	1	117.85	49.10	0.00	9.82	0.00	9.82	9.82	9.82	4.91	4.91	0.00	19.64	0.00
42080	39	274.25	123.41	0.00	24.68	0.00	24.68	24.68	24.68	12.34	12.34	0.00	27.43	0.00
42272	14	107.72	40.39	0.00	8.08	0.00	8.08	8.08	8.08	4.04	4.04	0.00	26.93	0.00
42883	46	204.09	81.64	0.00	16.33	0.00	16.33	16.33	16.33	8.16	8.16	0.00	40.82	0.00
43161	20	91.90	35.14	0.00	7.03	0.00	7.03	7.03	7.03	3.51	3.51	0.00	21.62	0.00
44009	20	65.93	32.96	0.00	6.59	0.00	6.59	6.59	6.59	3.30	3.30	0.00	0.00	0.00
44387	46	132.49	66.25	0.00	13.25	0.00	13.25	13.25	13.25	6.62	6.62	0.00	0.00	0.00
44784	3	35.14	17.57	0.00	3.51	0.00	3.51	3.51	3.51	1.76	1.76	0.00	0.00	0.00
45139	39	42.34	21.17	0.00	4.23	0.00	4.23	4.23	4.23	2.12	2.12	0.00	0.00	0.00
45239	1	49.50	24.75	0.00	4.95	0.00	4.95	4.95	4.95	2.47	2.47	0.00	0.00	0.00
45400	46	153.12	76.56	0.00	15.31	0.00	15.31	15.31	15.31	7.66	7.66	0.00	0.00	0.00
45406	33	41.85	20.93	0.00	4.19	0.00	4.19	4.19	4.19	2.09	2.09	0.00	0.00	0.00
45825	46	138.63	69.31	0.00	13.86	0.00	13.86	13.86	13.86	6.93	6.93	0.00	0.00	0.00
45981	14	21.56	10.78	0.00	2.16	0.00	2.16	2.16	2.16	1.08	1.08	0.00	0.00	0.00
45989	30	29.86	14.93	0.00	2.99	0.00	2.99	2.99	2.99	1.49	1.49	0.00	0.00	0.00
45991	32	34.00	17.00	0.00	3.40	0.00	3.40	3.40	3.40	1.70	1.70	0.00	0.00	0.00
46797	15	23.59	11.80	0.00	2.36	0.00	2.36	2.36	2.36	1.18	1.18	0.00	0.00	0.00
46839	59	0.04	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
46859	30	2.59	1.29	0.00	0.26	0.00	0.26	0.26	0.26	0.13	0.13	0.00	0.00	0.00
46863	59	11.18	5.59	0.00	1.12	0.00	1.12	1.12	1.12	0.56	0.56	0.00	0.00	0.00
48644	20	4.46	2.23	0.00	0.45	0.00	0.45	0.45	0.45	0.22	0.22	0.00	0.00	0.00
48718	3	0.44	0.22	0.00	0.04	0.00	0.04	0.04	0.04	0.02	0.02	0.00	0.00	0.00
48745	46	92.80	46.40	0.00	9.28	0.00	9.28	9.28	9.28	4.64	4.64	0.00	0.00	0.00
48747	15	0.32	0.16	0.00	0.03	0.00	0.03	0.03	0.03	0.02	0.02	0.00	0.00	0.00
48762	49	2.46	1.23	0.00	0.25	0.00	0.25	0.25	0.25	0.12	0.12	0.00	0.00	0.00
48786	57	1.89	0.95	0.00	0.19	0.00	0.19	0.19	0.19	0.09	0.09	0.00	0.00	0.00
48828	25	1.89	0.94	0.00	0.19	0.00	0.19	0.19	0.19	0.09	0.09	0.00	0.00	0.00
48832	11	0.93	0.47	0.00	0.09	0.00	0.09	0.09	0.09	0.05	0.05	0.00	0.00	0.00
48852	13	1.52	0.76	0.00	0.15	0.00	0.15	0.15	0.15	0.08	0.08	0.00	0.00	0.00
48900	20	0.77	0.38	0.00	0.08	0.00	0.08	0.08	0.08	0.04	0.04	0.00	0.00	0.00
49005	46	85.03	42.51	0.00	8.50	0.00	8.50	8.50	8.50	4.25	4.25	0.00	0.00	0.00
49008	3	0.49	0.24	0.00	0.05	0.00	0.05	0.05	0.05	0.02	0.02	0.00	0.00	0.00
49023	49	0.13	0.07	0.00	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00
49031	20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
49039	49	0.10	0.05	0.00	0.01	0.00	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00
49088	49	33.47	16.73	0.00	3.35	0.00	3.35	3.35	3.35	1.67	1.67	0.00	0.00	0.00
49135	3	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
