bug#	Dev#	Effort	Prof 1	Prof 2	Prof 3	Prof 4	Prof 5	Prof 6	Prof 7	Prof 8	Prof 9	Prof 10	Prof 11	Prof 12
38815	15	96	38	0	8	0	8	8	8	4	4	0	0	19
38842	15	74	31	0	6	0	6	6	6	3	3	0	0	12
39567	14	50	19	0	4	0	4	4	4	2	2	0	0	13
39584	3	16	6	0	1	0	1	1	1	1	1	0	0	4
39608	39	54	23	0	5	0	5	5	5	2	2	0	0	7
39757	1	48	18	0	4	0	4	4	4	2	2	0	0	12
40037	32	30	11	0	2	0	2	2	2	1	1	0	0	7
40069	32	38	15	0	3	0	3	3	3	2	2	0	0	8
40138	23	4	4	0	0	0	0	0	0	0	0	0	0	0
40154	33	35	13	0	3	0	3	3	3	1	1	0	0	9
40165	32	20	8	0	2	0	2	2	2	1	1	0	0	4
40212	15	5	2	0	0	0	0	0	0	0	0	0	0	1
40235	23	2	2	0	0	0	0	0	0	0	0	0	0	0
40859	77	12	6	0	1	0	1	1	1	1	1	0	0	1
40871	23	4	1	0	0	0	0	0	0	0	0	0	0	1
40951	32	5	2	0	0	0	0	0	0	0	0	0	0	0
40961	23	2	1	0	0	0	0	0	0	0	0	0	1	0
40962	23	2	1	0	0	0	0	0	0	0	0	0	0	0
41041	32	4	2	0	0	0	0	0	0	0	0	0	0	0
41056	1	5	2	0	0	0	0	0	0	0	0	0	1	0
41119	32	4	2	0	0	0	0	0	0	0	0	0	0	0
41120	15	4	2	0	0	0	0	0	0	0	0	0	0	0
41157	15	3	1	0	0	0	0	0	0	0	0	0	1	0
41158	15	2	2	0	0	0	0	0	0	0	0	0	0	0
41214	49	2	2	0	0	0	0	0	0	0	0	0	0	0
41244	77	42	17	0	3	0	3	3	3	2	2	0	8	0
41273	23	1	0	0	0	0	0	0	0	0	0	0	0	0
41277	32	12	5	0	1	0	1	1	1	1	1	0	1	0
41300	14	12	5	0	1	0	1	1	1	0	0	0	3	0
41301	14	5	2	0	0	0	0	0	0	0	0	0	1	0
41311	39	41	20	0	4	0	4	4	4	2	2	0	1	0
41384	32	15	15	0	0	0	0	0	0	0	0	0	0	0
41419	32	2	1	0	0	0	0	0	0	0	0	0	0	0
41440	56	8	4	0	1	0	1	1	1	0	0	0	0	0
41454	32	1	0	0	0	0	0	0	0	0	0	0	0	0
41486	39	5	2	0	0	0	0	0	0	0	0	0	1	0
41498	32	7	7	0	0	0	0	0	0	0	0	0	0	0
41499	32	7	7	0	0	0	0	0	0	0	0	0	0	0
41505	59	8	4	0	1	0	1	1	1	0	0	0	1	0
41506	15	1	0	0	0	0	0	0	0	0	0	0	0	0
41521	15	12	4	0	1	0	1	1	1	0	0	0	4	0
41550	15	11	5	0	1	0	1	1	1	1	1	0	1	0
41575	14	3	1	0	0	0	0	0	0	0	0	0	1	0
41873	32	11	11	0	0	0	0	0	0	0	0	0	0	0
41925	39	9	4	0	1	0	1	1	1	0	0	0	1	0
41926	20	1	0	0	0	0	0	0	0	0	0	0	0	0
41941	15	9	9	0	0	0	0	0	0	0	0	0	0	0
41977	32	10	10	0	0	0	0	0	0	0	0	0	0	0
41980	30	11	11	0	0	0	0	0	0	0	0	0	0	0
42008	28	12	12	0	0	0	0	0	0	0	0	0	0	0
42013	32	13	13	0	0	0	0	0	0	0	0	0	0	0
42027	39	9	4	0	1	0	1	1	1	0	0	0	1	0
42029	15	13	6	0	1	0	1	1	1	1	1	0	1	0
42037	32	1	0	0	0	0	0	0	0	0	0	0	0	0
42073	14	2	1	0	0	0	0	0	0	0	0	0	0	0
42075	3	2	2	0	0	0	0	0	0	0	0	0	0	0
42084	25	1	0	0	0	0	0	0	0	0	0	0	0	0
42110	13	1	0	0	0	0	0	0	0	0	0	0	0	0
42139	75	622	249	0	50	0	50	50	50	25	25	0	124	0
